id;type;text;correct_answer;choice_2;choice_3;choice_4;passage_id;qtype
25419;question;Que peut-on déduire du goût de Noah pour les sciences ?;il pourrait bien en faire son métier plus tard;il n'aime pas vraiment les sciences;il a fait cette expérience par obligation;il préfère d'autres matières;25399;I
25420;passage;Camille passe l'après-midi à cuisiner des crêpes avec sa grand-mère, comme chaque dimanche. C'est un moment qu'elle attend toute la semaine. Ensemble, elles mélangent avec soin la farine, les oeufs frais et le lait tiède. La pâte doit avoir la bonne texture. Camille verse ensuite la pâte dans une poêle bien chaude et beurrée. Un délicieux parfum se répand dans toute la cuisine. D'un geste habile, sa grand-mère retourne la crêpe sans jamais la faire tomber. Camille admire toujours ce tour de main. Camille ajoute du sucre et une bonne cuillère de confiture de fraises sur sa crêpe. Elle roule ensuite sa crêpe avec soin. Assises à table, elles dégustent leurs créations en discutant joyeusement de tout et de rien. Le temps semble s'arrêter. Un peu de farine s'est retrouvée sur le nez de Camille, ce qui la fait beaucoup rire. Sa grand-mère rit aussi de bon coeur. Camille adore par-dessus tout ces moments partagés avec sa grand-mère. Elle espère pouvoir cuisiner ainsi toute sa vie.;;;;;;
25421;question;Que cuisine Camille ?;des crêpes;un gâteau;une tarte;des cookies;25420;L
25422;question;Avec qui cuisine-t-elle ?;sa grand-mère;sa maman;sa tâta;sa soeur;25420;L
25423;question;Comment Camille attend-elle ce moment ?;toute la semaine;sans y penser vraiment;avec ennui;avec indifférence;25420;L
25424;question;Que mélangent-elles ?;farine, oeufs et lait;farine et sucre seulement;oeufs et beurre;lait et chocolat;25420;L
25425;question;Où Camille verse-t-elle la pâte ?;dans une poêle chaude;dans un bol;dans le four;dans une casserole;25420;L
25426;question;Que se répand dans la cuisine ?;un délicieux parfum;de la fumée noire;une odeur désagréable;rien de particulier;25420;L
25427;question;Qui retourne la crêpe ?;sa grand-mère;Camille;personne;son papa;25420;L
25428;question;Comment Camille perçoit-elle ce geste de sa grand-mère ?;elle l'admire;elle le trouve dangereux;elle n'y fait pas attention;elle en a peur;25420;L
25429;question;Que Camille ajoute-t-elle sur sa crêpe ?;du sucre et de la confiture;du miel seulement;du fromage;de la crème;25420;L
25430;question;Que fait Camille après avoir garni sa crêpe ?;elle la roule avec soin;elle la coupe en morceaux;elle la laisse ouverte;elle la jette;25420;L
25431;question;De quoi Camille se retrouve-t-elle couverte ?;de farine sur le nez;de confiture sur les mains;d'eau;de chocolat;25420;L
25432;question;Que fait la grand-mère en voyant Camille couverte de farine ?;elle rit aussi de bon coeur;elle se fâche;elle l'ignore;elle pleure;25420;L
25433;question;Que veut dire 'habile' dans le texte ?;adroit, qui fait bien les gestes;maladroit;lent;distrait;25420;V
25434;question;Que veut dire 'déguster' dans le texte ?;manger en savourant avec plaisir;avaler très vite;refuser de manger;cuisiner;25420;V
25435;question;Que veut dire 'tour de main' dans le texte ?;un geste habile appris avec l'expérience;un accident malheureux;un jeu d'enfant;une recette secrète;25420;V
25436;question;Que veut dire 'le temps semble s'arrêter' dans le texte ?;le moment est si agréable qu'on ne voit pas le temps passer;l'horloge de la cuisine est cassée;elles doivent partir très vite;elles s'ennuient beaucoup;25420;V
25437;question;Pourquoi la grand-mère de Camille réussit-elle à retourner la crêpe sans la faire tomber ?;elle a de l'expérience et du savoir-faire;elle a dé la chance à chaque fois;la poêle est magique;Camille l'aide en secret;25420;I
25438;question;Qu'est-ce qui montre que Camille apprécie ce moment avec sa grand-mère ?;elle adore ces moments partagés et en rit de bon coeur;elle regarde l'heure sans arrêt;elle préfère cuisiner seule;elle s'ennuie pendant la recette;25420;I
25439;question;Pourquoi Camille espère-t-elle cuisiner ainsi toute sa vie ?;elle associe la cuisine à des moments heureux avec sa grand-mère;elle veut devenir cuisinière professionnelle;elle n'a jamais essaye d'autres activités;sa grand-mère le lui impose;25420;I
25440;question;Que peut-on déduire de la relation entre Camille et sa grand-mère ?;elles sont très proches et complices;elles se voient rarement;elles ne s'entendent pas très bien;leur relation est distante;25420;I
25441;passage;Bruno aide son papi à jardiner dans le potager tous les samedis après-midi. C'est devenu un rituel qu'il apprécie beaucoup. Ensemble, ils plantent avec attention de petites graines de tomates dans la terre meuble. Chaque geste demande de la précision. Bruno arrose ensuite chaque rangée à l'aide de son arrosoir vert préféré. Il veille à ne pas trop en mettre. Soudain, un ver de terre surgit du sol fraîchement retourne, ce qui amuse beaucoup Bruno. Il l'observe un long moment. Papi lui montre patiemment comment reconnaître et retirer les mauvaises herbes. Il faut faire attention à ne pas abîmer les jeunes plants. Une coccinelle rouge se pose délicatement sur une feuille de salade toute proche. Bruno la regarde s'envoler quelques instants plus tard. Bruno attend avec impatience de voir pousser les premières tomates bien rouges. Il vient vérifier leur croissance chaque semaine. Jardiner avec papi est devenu son moment préféré de la semaine. Il espère pouvoir avoir son propre potager plus tard.;;;;;;
25442;question;Où Bruno aide-t-il son papi ?;dans le potager;dans la cuisine;au garage;au marche;25441;L
25443;question;Quand jardinent-ils habituellement ensemble ?;le samedi après-midi;tous les matins;seulement en hiver;pendant les vacances scolaires uniquement;25441;L
25444;question;Que plantent-ils ?;des graines de tomates;des fleurs;des pommes de terre;des carottes;25441;L
25445;question;Comment est la terre où ils plantent ?;meuble;très dure;gelée;recouverte de cailloux;25441;L
25446;question;Avec quoi Bruno arrose-t-il la terre ?;son arrosoir vert;un seau;une bouteille;un tuyau;25441;L
25447;question;À quoi Bruno veille-t-il en arrosant ?;ne pas trop en mettre;arroser le plus possible;arroser très vite;éviter d'arroser les tomates;25441;L
25448;question;Qu'est-ce qui surgit du sol retourne ?;un ver de terre;une souris;un serpent;une grenouille;25441;L
25449;question;Que montre papi à Bruno ?;reconnaître les mauvaises herbes;planter un arbre;faire du compost;couper du bois;25441;L
25450;question;À quoi faut-il faire attention en retirant les mauvaises herbes ?;ne pas abîmer les jeunes plants;ne pas se salir les mains;ne pas se piquer;ne pas faire de bruit;25441;L
25451;question;Quel insecte se pose sur une feuille de salade ?;une coccinelle rouge;une abeille;une fourmi;un papillon;25441;L
25452;question;Que fait la coccinelle un peu plus tard ?;elle s'envole;elle reste immobile toute la journée;elle est mangée par un oiseau;elle se cache dans la terre;25441;L
25453;question;Qu'attend Bruno avec impatience ?;voir pousser les tomates;manger un gâteau;rentrer chez lui;jouer au ballon;25441;L
25454;question;Que veut dire 'surgit' dans le texte ?;apparaît brusquement;disparaît lentement;se cache;reste immobile;25441;V
25455;question;Que veut dire 'délicatement' dans le texte ?;avec douceur et précaution;avec force;rapidement;par accident;25441;V
25456;question;Que veut dire 'un rituel' dans le texte ?;une habitude répétée et appréciée;un événement rare;une obligation pénible;un jeu sans règle;25441;V
25457;question;Que veut dire 'croissance' dans le texte ?;le fait de grandir, de pousser;le fait de mourir;le fait de se flétrir;le fait de tomber;25441;V
25458;question;Pourquoi papi apprend-il patiemment à Bruno à reconnaître les mauvaises herbes ?;pour que Bruno puisse jardiner correctement plus tard;parce que Bruno se trompe tout le temps exprès;pour l'occuper le temps qu'il travaille lui-même;parce que c'est obligatoire à l'école;25441;I
25459;question;Qu'est-ce qui montre que Bruno aime jardiner avec son papi ?;c'est devenu son moment préféré de la semaine;il cherche des excuses pour ne pas y aller;il s'ennuie à chaque fois;il préfère jardiner seul;25441;I
25460;question;Pourquoi Bruno vient-il vérifier la croissance des tomates chaque semaine ?;il est impatient et curieux de voir les progrès;papi le lui ordonne strictement;il pense que les tomates vont disparaître;il s'ennuie et n'a rien d'autre à faire;25441;I
25461;question;Que peut-on déduire de l'avenir de Bruno concernant le jardinage ?;il pourrait continuer à jardiner en grandissant;il abandonnera sûrement cette activité;il n'aime pas vraiment jardiner;il préfère d'autres activités;25441;I
25462;passage;Inès visite un grand musée d'histoire naturelle avec toute sa classe. Elle attendait cette sortie depuis longtemps. Dès l'entrée, elle est impressionnée par un immense squelette de dinosaure suspendu au plafond. Elle lève la tête pour tout voir. Le guide raconte avec passion l'histoire de ces animaux disparus depuis des millions d'années. Tout le monde écoute attentivement. Curieuse, Inès pose de nombreuses questions sur la taille et l'alimentation des dinosaures. Le guide répond à chacune avec plaisir. Elle prend le temps de dessiner soigneusement le squelette dans son carnet de croquis. Elle veut garder une trace de sa visite. Ses copains, eux, admirent surtout les vitrines remplies de fossiles et de roches anciennes. Certains fossiles semblent très vieux. Avant de repartir, Inès achète une carte postale représentant son dinosaure préféré. Elle compte l'accrocher dans sa chambre. Elle rentre chez elle en ayant appris une multitude de choses passionnantes. Elle raconte tout à ses parents dès le soir même.;;;;;;
25463;question;Quel type de musée Inès visite-t-elle ?;un musée d'histoire naturelle;un musée d'art moderne;un musée de voitures;un musée de la musique;25462;L
25464;question;Depuis quand Inès attendait-elle cette sortie ?;depuis longtemps;elle vient d'en entendre parler;elle n'attendait rien de particulier;depuis la veille seulement;25462;L
25465;question;Que voit Inès dès l'entrée ?;un squelette de dinosaure suspendu;des tableaux anciens;des voitures;des bijoux;25462;L
25466;question;Que raconte le guide ?;l'histoire des dinosaures disparus;l'histoire du musée;sa propre histoire;rien de précis;25462;L
25467;question;Comment les élèves écoutent-ils le guide ?;attentivement;distraitement;en bavardant fort;sans intérêt;25462;L
25468;question;Sur quoi Inès pose-t-elle dès questions ?;la taille et l'alimentation des dinosaures;le prix des billets;l'heure de fermeture;les horaires du bus;25462;L
25469;question;Comment le guide répond-il aux questions d'Inès ?;avec plaisir;avec agacement;il ne répond pas;en changeant de sujet;25462;L
25470;question;Que fait Inès avec son carnet ?;elle dessine le squelette;elle prend des notes de cours;elle écrit une lettre;elle ne l'utilise pas;25462;L
25471;question;Que font les copains d'Inès pendant la visite ?;ils admirent les vitrines de fossiles;ils courent partout;ils crient;ils dorment;25462;L
25472;question;Qu'achète Inès avant de repartir ?;une carte postale;un livre;un jouet;un bonbon;25462;L
25473;question;Où Inès compte-t-elle mettre sa carte postale ?;dans sa chambre;elle va la donner;elle va la jeter;elle ne sait pas encore;25462;L
25474;question;À qui Inès raconte-t-elle sa visite le soir même ?;ses parents;personne;seulement sa maîtresse;ses grands-parents uniquement;25462;L
25475;question;Que veut dire 'impressionnée' dans le texte ?;très marquée, admirative;peu intéressée;effrayée;ennuyée;25462;V
25476;question;Que veut dire 'multitude' dans le texte ?;un très grand nombre;un tout petit nombre;aucune quantité;une seule chose;25462;V
25477;question;Que veut dire 'avec passion' dans le texte, à propos du guide ?;avec beaucoup d'enthousiasme et d'intérêt;sans conviction;avec ennui;de façon distraite;25462;V
25478;question;Que veut dire 'garder une trace' dans le texte ?;conserver un souvenir de quelque chose;effacer complètement un souvenir;oublier volontairement;cacher quelque chose;25462;V
25479;question;Pourquoi Inès pose-t-elle beaucoup de questions au guide ?;elle est curieuse et intéressée par les dinosaures;elle veut faire perdre du temps à la classe;elle n'a pas écoute les explications;elle veut impressionner ses copains;25462;I
25480;question;Qu'est-ce qui montre qu'Inès à beaucoup aime cette visite ?;elle rentre avoir appris une multitude de choses passionnantes;elle s'ennuie tout le long de la visite;elle ne retient rien de la visite;elle préférait rentrer plus tôt;25462;I
